document	term	tfidf
elencoburl_84461524_policy_11474	serra	0.021367
elencoburl_84461524_policy_11474	settore	0.012917
elencoburl_84461524_policy_11474	sicurezza	0.013942
elencoburl_84461524_policy_11474	sostenibilità	0.021367
elencoburl_84461524_policy_11474	sostituire	0.015195
elencoburl_84461524_policy_11474	specie	0.016811
elencoburl_84461524_policy_11474	strumento	0.013579
elencoburl_84461524_policy_11474	tecnica	0.015684
elencoburl_84461524_policy_11474	tecniche	0.021367
elencoburl_84461524_policy_11474	tecnico	0.010639
elencoburl_84461524_policy_11474	tecnologia	0.019089
elencoburl_84461524_policy_11474	tematica	0.020114
elencoburl_84461524_policy_11474	trasformazione	0.019089
elencoburl_84461524_policy_11474	tutela	0.01154
elencoburl_84461524_policy_11474	valorizzazione	0.013238
elencoburl_84461524_policy_11474	valutazione	0.011072
elencoburl_84461524_policy_11474	varietà	0.020114
elencoburl_84461524_policy_11474	vecchio	0.021367
elencoburl_84461524_policy_11474	vendita	0.018223
elencoburl_84461524_policy_11474	versione	0.018223
elencoburl_84461524_policy_11474	zootecnico	0.020114
elencoburl_84461524_policy_13841	accertato	0.013685
elencoburl_84461524_policy_13841	accompagnamento	0.013259
elencoburl_84461524_policy_13841	adeguamento	0.011551
elencoburl_84461524_policy_13841	adempimento	0.011551
elencoburl_84461524_policy_13841	alienazione	0.014669
elencoburl_84461524_policy_13841	alle	0.014152
elencoburl_84461524_policy_13841	annuale	0.012866
elencoburl_84461524_policy_13841	apportare	0.012503
elencoburl_84461524_policy_13841	armonizzazione	0.014152
elencoburl_84461524_policy_13841	articolazione	0.014152
elencoburl_84461524_policy_13841	assestamento	0.012866
elencoburl_84461524_policy_13841	assetto	0.011271
elencoburl_84461524_policy_13841	attivita	0.013685
elencoburl_84461524_policy_13841	azienda	0.010755
elencoburl_84461524_policy_13841	capitolo	0.010515
elencoburl_84461524_policy_13841	casistico	0.016656
elencoburl_84461524_policy_13841	cassa	0.012866
elencoburl_84461524_policy_13841	compatibile	0.012866
elencoburl_84461524_policy_13841	comunitario	0.012866
elencoburl_84461524_policy_13841	conferire	0.013259
elencoburl_84461524_policy_13841	consolidamento	0.014152
elencoburl_84461524_policy_13841	contabile	0.011271
elencoburl_84461524_policy_13841	contabilità	0.010755
elencoburl_84461524_policy_13841	contenere	0.011271
elencoburl_84461524_policy_13841	conto	0.010515
elencoburl_84461524_policy_13841	copia	0.013259
elencoburl_84461524_policy_13841	correttivo	0.012165
elencoburl_84461524_policy_13841	dettare	0.014152
elencoburl_84461524_policy_13841	dieci	0.014669
elencoburl_84461524_policy_13841	dipendente	0.013259
elencoburl_84461524_policy_13841	dirigenziale	0.012503
elencoburl_84461524_policy_13841	disciplinare	0.011271
elencoburl_84461524_policy_13841	documento	0.009661
elencoburl_84461524_policy_13841	dotazione	0.009661
elencoburl_84461524_policy_13841	dual	0.020054
elencoburl_84461524_policy_13841	elide	0.016656
elencoburl_84461524_policy_13841	employment	0.018644
elencoburl_84461524_policy_13841	erasmus	0.020054
elencoburl_84461524_policy_13841	esercizio	0.009661
elencoburl_84461524_policy_13841	espresse	0.013685
elencoburl_84461524_policy_13841	europea	0.011006
elencoburl_84461524_policy_13841	eventi	0.016656
elencoburl_84461524_policy_13841	finanziaria	0.011551
elencoburl_84461524_policy_13841	gestionale	0.012866
elencoburl_84461524_policy_13841	giuridico	0.012165
elencoburl_84461524_policy_13841	house	0.014669
elencoburl_84461524_policy_13841	immobile	0.013259
elencoburl_84461524_policy_13841	incarico	0.010755
elencoburl_84461524_policy_13841	inferiore	0.011551
elencoburl_84461524_policy_13841	integrativo	0.011551
elencoburl_84461524_policy_13841	integrazionere	0.01755
elencoburl_84461524_policy_13841	iscrivere	0.012866
elencoburl_84461524_policy_13841	learning	0.020054
elencoburl_84461524_policy_13841	legislativo	0.009661
elencoburl_84461524_policy_13841	legislazione	0.012866
elencoburl_84461524_policy_13841	life	0.014152
elencoburl_84461524_policy_13841	liquidazione	0.011006
elencoburl_84461524_policy_13841	marelli	0.015246
elencoburl_84461524_policy_13841	maria	0.009661
elencoburl_84461524_policy_13841	misura	0.009661
elencoburl_84461524_policy_13841	necessità	0.010069
elencoburl_84461524_policy_13841	obbligazione	0.014152
elencoburl_84461524_policy_13841	opera	0.010287
elencoburl_84461524_policy_13841	organismo	0.012503
elencoburl_84461524_policy_13841	pagamento	0.011271
elencoburl_84461524_policy_13841	pluriennale	0.012165
elencoburl_84461524_policy_13841	plus	0.020054
elencoburl_84461524_policy_13841	prefer	0.020054
elencoburl_84461524_policy_13841	prelevare	0.015901
elencoburl_84461524_policy_13841	prelievo	0.015246
elencoburl_84461524_policy_13841	presidenza	0.012503
elencoburl_84461524_policy_13841	prestazioni	0.01755
elencoburl_84461524_policy_13841	previsione	0.010515
elencoburl_84461524_policy_13841	professionali	0.018644
elencoburl_84461524_policy_13841	programmo	0.016656
elencoburl_84461524_policy_13841	prospetti	0.015246
elencoburl_84461524_policy_13841	raccordo	0.013685
elencoburl_84461524_policy_13841	relative	0.015901
elencoburl_84461524_policy_13841	ricerca	0.010287
elencoburl_84461524_policy_13841	richiamata	0.010287
elencoburl_84461524_policy_13841	rilevata	0.015246
elencoburl_84461524_policy_13841	rimodulazione	0.013259
elencoburl_84461524_policy_13841	riserva	0.012866
elencoburl_84461524_policy_13841	schema	0.011848
elencoburl_84461524_policy_13841	sector	0.020054
elencoburl_84461524_policy_13841	skills	0.020054
elencoburl_84461524_policy_13841	societa	0.013259
elencoburl_84461524_policy_13841	società	0.010069
elencoburl_84461524_policy_13841	somma	0.009661
elencoburl_84461524_policy_13841	sottostante	0.016656
elencoburl_84461524_policy_13841	specialistiche	0.020054
elencoburl_84461524_policy_13841	stabilità	0.013259
elencoburl_84461524_policy_13841	stanziamento	0.013685
elencoburl_84461524_policy_13841	stimare	0.015246
elencoburl_84461524_policy_13841	studio	0.011006
elencoburl_84461524_policy_13841	trasferimenti	0.015901
elencoburl_84461524_policy_13841	triennale	0.013259
elencoburl_84461524_policy_13841	unione	0.010515
elencoburl_84461524_policy_13841	urgenza	0.014152
elencoburl_84461524_policy_13841	utilizzo	0.010287
elencoburl_84461524_policy_13841	valorizzazione	0.011551
elencoburl_84461524_policy_13841	variazione	0.010287
elencoburl_84461524_policy_13841	vigente	0.011006
elencoburl_84461524_policy_13841	youth	0.018644
elencoburl_84461524_policy_13857	acronimo	0.009782
elencoburl_84461524_policy_13857	aerospazio	0.011178
elencoburl_84461524_policy_13857	affare	0.009782
elencoburl_84461524_policy_13857	alimento	0.009782
elencoburl_84461524_policy_13857	ammere	0.011178
elencoburl_84461524_policy_13857	anticipazione	0.009782
elencoburl_84461524_policy_13857	attesa	0.009782
elencoburl_84461524_policy_13857	attestato	0.009782
elencoburl_84461524_policy_13857	attribuiti	0.012286
elencoburl_84461524_policy_13857	auto	0.009782
elencoburl_84461524_policy_13857	autocoligroupo	0.012286
elencoburl_84461524_policy_13857	axxam	0.012286
elencoburl_84461524_policy_13857	beneficiaria	0.010392
elencoburl_84461524_policy_13857	bresso	0.011178
elencoburl_84461524_policy_13857	chiari	0.009782
elencoburl_84461524_policy_13857	coligroup	0.012286
elencoburl_84461524_policy_13857	comfort	0.012286
elencoburl_84461524_policy_13857	condizioni	0.009782
elencoburl_84461524_policy_13857	confezionamento	0.012286
elencoburl_84461524_policy_13857	connessione	0.010392
elencoburl_84461524_policy_13857	consultivo	0.009782
elencoburl_84461524_policy_13857	contribuire	0.011178
elencoburl_84461524_policy_13857	creativo	0.012286
elencoburl_84461524_policy_13857	credit	0.012286
elencoburl_84461524_policy_13857	dduo	0.011178
elencoburl_84461524_policy_13857	diciannovesimo	0.012286
elencoburl_84461524_policy_13857	diminuzione	0.011178
elencoburl_84461524_policy_13857	economicofinanziaria	0.012286
elencoburl_84461524_policy_13857	evincere	0.009782
elencoburl_84461524_policy_13857	fideiussione	0.009782
elencoburl_84461524_policy_13857	formula	0.012286
elencoburl_84461524_policy_13857	fresco	0.012286
elencoburl_84461524_policy_13857	frim	0.012286
elencoburl_84461524_policy_13857	imporre	0.010392
elencoburl_84461524_policy_13857	imprenditorialità	0.012286
elencoburl_84461524_policy_13857	improved	0.012286
elencoburl_84461524_policy_13857	industrializzazione	0.012286
elencoburl_84461524_policy_13857	information	0.010392
elencoburl_84461524_policy_13857	integrale	0.009782
elencoburl_84461524_policy_13857	integranto	0.011178
elencoburl_84461524_policy_13857	intensità	0.010392
elencoburl_84461524_policy_13857	iris	0.012286
elencoburl_84461524_policy_13857	legare	0.009782
elencoburl_84461524_policy_13857	manifatturiero	0.010392
elencoburl_84461524_policy_13857	marittimo	0.009782
elencoburl_84461524_policy_13857	matico	0.012286
elencoburl_84461524_policy_13857	mlno	0.011178
elencoburl_84461524_policy_13857	morana	0.012286
elencoburl_84461524_policy_13857	multmedia	0.012286
elencoburl_84461524_policy_13857	nessuna	0.012286
elencoburl_84461524_policy_13857	note	0.010392
elencoburl_84461524_policy_13857	perso	0.012286
elencoburl_84461524_policy_13857	preparazione	0.010392
elencoburl_84461524_policy_13857	prestito	0.010392
elencoburl_84461524_policy_13857	produttività	0.010392
elencoburl_84461524_policy_13857	propedeutico	0.009782
elencoburl_84461524_policy_13857	provvisorio	0.009782
elencoburl_84461524_policy_13857	punteggi	0.012286
elencoburl_84461524_policy_13857	rafforzare	0.009782
elencoburl_84461524_policy_13857	rale	0.012286
elencoburl_84461524_policy_13857	research	0.011178
elencoburl_84461524_policy_13857	riapertura	0.011178
elencoburl_84461524_policy_13857	ricostituire	0.011178
elencoburl_84461524_policy_13857	rigetto	0.011178
elencoburl_84461524_policy_13857	riunire	0.009782
elencoburl_84461524_policy_13857	roger	0.012286
elencoburl_84461524_policy_13857	rosangela	0.012286
elencoburl_84461524_policy_13857	rotazione	0.009782
elencoburl_84461524_policy_13857	scoring	0.012286
elencoburl_84461524_policy_13857	smartphone	0.011178
elencoburl_84461524_policy_13857	spare	0.011178
elencoburl_84461524_policy_13857	specifica	0.009782
elencoburl_84461524_policy_13857	system	0.010392
elencoburl_84461524_policy_13857	target	0.010392
elencoburl_84461524_policy_13857	tasso	0.009782
elencoburl_84461524_policy_13857	tematico	0.009782
elencoburl_84779821_policy_13679	accantonamenti	0.01247
elencoburl_84779821_policy_13679	acque	0.010635
elencoburl_84779821_policy_13679	agli	0.011141
elencoburl_84779821_policy_13679	alienazione	0.009811
elencoburl_84779821_policy_13679	ammnistrazioni	0.014743
elencoburl_84779821_policy_13679	attuarsi	0.014743
elencoburl_84779821_policy_13679	aumentati	0.013413
elencoburl_84779821_policy_13679	autonome	0.01247
elencoburl_84779821_policy_13679	bacino	0.011141
elencoburl_84779821_policy_13679	bresciana	0.013413
elencoburl_84779821_policy_13679	casistico	0.011141
elencoburl_84779821_policy_13679	centrali	0.01247
elencoburl_84779821_policy_13679	collettamento	0.014743
elencoburl_84779821_policy_13679	completamento	0.011141
elencoburl_84779821_policy_13679	dalle	0.013413
elencoburl_84779821_policy_13679	depurazione	0.01247
elencoburl_84779821_policy_13679	derivanti	0.014743
elencoburl_84779821_policy_13679	descrizio	0.013413
elencoburl_84779821_policy_13679	descrizione	0.010635
elencoburl_84779821_policy_13679	dieci	0.009811
elencoburl_84779821_policy_13679	disinquinamento	0.014743
elencoburl_84779821_policy_13679	diversificazione	0.01247
elencoburl_84779821_policy_13679	dlgs	0.011141
elencoburl_84779821_policy_13679	elide	0.011141
elencoburl_84779821_policy_13679	equilibrio	0.010635
elencoburl_84779821_policy_13679	facente	0.011141
elencoburl_84779821_policy_13679	finanziati	0.013413
elencoburl_84779821_policy_13679	fiume	0.010197
elencoburl_84779821_policy_13679	fondi	0.010197
elencoburl_84779821_policy_13679	fonti	0.011738
elencoburl_84779821_policy_13679	formare	0.011738
elencoburl_84779821_policy_13679	house	0.009811
elencoburl_84779821_policy_13679	idoneita	0.014743
elencoburl_84779821_policy_13679	idriche	0.013413
elencoburl_84779821_policy_13679	impegni	0.010635
elencoburl_84779821_policy_13679	iniziali	0.013413
elencoburl_84779821_policy_13679	integrazionere	0.011738
elencoburl_84779821_policy_13679	investimenti	0.013413
elencoburl_84779821_policy_13679	istruzione	0.009811
elencoburl_84779821_policy_13679	marelli	0.010197
elencoburl_84779821_policy_13679	mercoledì	0.009811
elencoburl_84779821_policy_13679	miss	0.013413
elencoburl_84779821_policy_13679	missione	0.009811
elencoburl_84779821_policy_13679	naturale	0.010197
elencoburl_84779821_policy_13679	nutrienti	0.014743
elencoburl_84779821_policy_13679	peschiera	0.013413
elencoburl_84779821_policy_13679	porlezza	0.014743
elencoburl_84779821_policy_13679	potabilizzazione	0.014743
elencoburl_84779821_policy_13679	precedenti	0.014743
elencoburl_84779821_policy_13679	prelevare	0.010635
elencoburl_84779821_policy_13679	prelievo	0.010197
elencoburl_84779821_policy_13679	progetti	0.009811
elencoburl_84779821_policy_13679	programmo	0.011141
elencoburl_84779821_policy_13679	progressivo	0.010197
elencoburl_84779821_policy_13679	prospetti	0.010197
elencoburl_84779821_policy_13679	razionalizzazione	0.009811
elencoburl_84779821_policy_13679	relativa	0.013413
elencoburl_84779821_policy_13679	residui	0.010635
elencoburl_84779821_policy_13679	revoche	0.014743
elencoburl_84779821_policy_13679	rilevata	0.010197
elencoburl_84779821_policy_13679	rilievi	0.01247
elencoburl_84779821_policy_13679	rispettato	0.013413
elencoburl_84779821_policy_13679	sintesi	0.011738
elencoburl_84779821_policy_13679	sistemi	0.010635
elencoburl_84779821_policy_13679	sottostante	0.011141
elencoburl_84779821_policy_13679	sponda	0.014743
elencoburl_84779821_policy_13679	stimare	0.010197
elencoburl_84779821_policy_13679	stoccaggio	0.011738
elencoburl_84779821_policy_13679	sversati	0.014743
elencoburl_84779821_policy_13679	tito	0.013413
elencoburl_84779821_policy_13679	titoli	0.011738
elencoburl_84779821_policy_13679	tremosine	0.014743
elencoburl_84779821_policy_13679	unitario	0.010635
elencoburl_84779821_policy_13679	universita	0.011141
elencoburl_84779821_policy_13679	universitario	0.011141
elencoburl_84779821_policy_13679	urgenti	0.014743
elencoburl_84779821_policy_13679	valoremulti	0.013413
elencoburl_84779821_policy_13679	variazioni	0.011141
elencoburl_84779821_policy_13679	vincolate	0.01247
elencoburl_84851845_policy_X1402	agenzia	0.020781
elencoburl_84851845_policy_X1402	agosto	0.010422
elencoburl_84851845_policy_X1402	alberto	0.020049
elencoburl_84851845_policy_X1402	albonico	0.031226
elencoburl_84851845_policy_X1402	altro	0.010778
elencoburl_84851845_policy_X1402	assemblea	0.023596
elencoburl_84851845_policy_X1402	associazione	0.020049
elencoburl_84851845_policy_X1402	attestante	0.024863
elencoburl_84851845_policy_X1402	autonomia	0.017712
elencoburl_84851845_policy_X1402	autorità	0.015967
elencoburl_84851845_policy_X1402	azienda	0.015236
elencoburl_84851845_policy_X1402	bianco	0.024863
elencoburl_84851845_policy_X1402	brambilla	0.026412
elencoburl_84851845_policy_X1402	brescia	0.017712
elencoburl_84851845_policy_X1402	bresciano	0.02841
elencoburl_84851845_policy_X1402	burl	0.012655
elencoburl_84851845_policy_X1402	candidato	0.02841
elencoburl_84851845_policy_X1402	candidatura	0.026412
elencoburl_84851845_policy_X1402	carica	0.026412
elencoburl_84851845_policy_X1402	casalino	0.023596
elencoburl_84851845_policy_X1402	caso	0.014574
elencoburl_84851845_policy_X1402	cattaneo	0.020781
elencoburl_84851845_policy_X1402	centro	0.020049
elencoburl_84851845_policy_X1402	collegio	0.024863
elencoburl_84851845_policy_X1402	comma	0.00992
elencoburl_84851845_policy_X1402	competenza	0.00992
elencoburl_84851845_policy_X1402	componente	0.018783
elencoburl_84851845_policy_X1402	comporre	0.017712
elencoburl_84851845_policy_X1402	comunicato	0.026412
elencoburl_84851845_policy_X1402	consigliere	0.022526
elencoburl_84851845_policy_X1402	consiglio	0.011349
elencoburl_84851845_policy_X1402	consiliare	0.022526
elencoburl_84851845_policy_X1402	daniela	0.021599
elencoburl_84851845_policy_X1402	dare	0.00992
elencoburl_84851845_policy_X1402	dario	0.020781
elencoburl_84851845_policy_X1402	davide	0.019387
elencoburl_84851845_policy_X1402	delibera	0.013969
elencoburl_84851845_policy_X1402	deliberare	0.021599
elencoburl_84851845_policy_X1402	designato	0.031226
elencoburl_84851845_policy_X1402	designazione	0.02841
elencoburl_84851845_policy_X1402	dipendente	0.018783
elencoburl_84851845_policy_X1402	documentazione	0.014897
elencoburl_84851845_policy_X1402	effettivo	0.017233
elencoburl_84851845_policy_X1402	ente	0.011972
elencoburl_84851845_policy_X1402	espresso	0.015236
elencoburl_84851845_policy_X1402	eugenio	0.020781
elencoburl_84851845_policy_X1402	funzione	0.015236
elencoburl_84851845_policy_X1402	giovedì	0.021599
elencoburl_84851845_policy_X1402	giunta	0.010083
elencoburl_84851845_policy_X1402	governo	0.020781
elencoburl_84851845_policy_X1402	iscrizione	0.018783
elencoburl_84851845_policy_X1402	legale	0.019387
elencoburl_84851845_policy_X1402	lett	0.019387
elencoburl_84851845_policy_X1402	luca	0.020781
elencoburl_84851845_policy_X1402	maria	0.013686
elencoburl_84851845_policy_X1402	mario	0.017712
elencoburl_84851845_policy_X1402	maroni	0.021599
elencoburl_84851845_policy_X1402	medesimo	0.013414
elencoburl_84851845_policy_X1402	membro	0.024863
elencoburl_84851845_policy_X1402	nascere	0.026412
elencoburl_84851845_policy_X1402	nomina	0.022526
elencoburl_84851845_policy_X1402	nominare	0.018227
elencoburl_84851845_policy_X1402	nominato	0.031226
elencoburl_84851845_policy_X1402	nomine	0.031226
elencoburl_84851845_policy_X1402	nonché	0.010598
elencoburl_84851845_policy_X1402	norma	0.013152
elencoburl_84851845_policy_X1402	novembre	0.010251
elencoburl_84851845_policy_X1402	ogni	0.014265
elencoburl_84851845_policy_X1402	organo	0.020049
elencoburl_84851845_policy_X1402	ottenere	0.022526
elencoburl_84851845_policy_X1402	ottobre	0.009604
elencoburl_84851845_policy_X1402	partecipare	0.020049
elencoburl_84851845_policy_X1402	partecipazione	0.017233
elencoburl_84851845_policy_X1402	parzani	0.031226
elencoburl_84851845_policy_X1402	pervenere	0.018783
elencoburl_84851845_policy_X1402	possesso	0.020781
elencoburl_84851845_policy_X1402	preposto	0.026412
elencoburl_84851845_policy_X1402	presidente	0.013686
elencoburl_84851845_policy_X1402	presidenza	0.017712
elencoburl_84851845_policy_X1402	preso	0.012899
elencoburl_84851845_policy_X1402	previa	0.023596
elencoburl_84851845_policy_X1402	produrre	0.015592
elencoburl_84851845_policy_X1402	provincia	0.012192
elencoburl_84851845_policy_X1402	pubblicare	0.011154
elencoburl_84851845_policy_X1402	quaglini	0.023596
elencoburl_84851845_policy_X1402	raffaele	0.020781
elencoburl_84851845_policy_X1402	rappresentante	0.020781
elencoburl_84851845_policy_X1402	registro	0.018783
elencoburl_84851845_policy_X1402	regolamento	0.010778
elencoburl_84851845_policy_X1402	requisito	0.013969
elencoburl_84851845_policy_X1402	revisione	0.018783
elencoburl_84851845_policy_X1402	revisore	0.024863
elencoburl_84851845_policy_X1402	riferimento	0.012655
elencoburl_84851845_policy_X1402	risultato	0.014574
elencoburl_84851845_policy_X1402	scegliere	0.02841
elencoburl_84851845_policy_X1402	scheda	0.019387
elencoburl_84851845_policy_X1402	schede	0.023596
elencoburl_84851845_policy_X1402	scrutinio	0.02841
elencoburl_84851845_policy_X1402	segretario	0.010251
elencoburl_84851845_policy_X1402	segreto	0.02841
elencoburl_84851845_policy_X1402	seguente	0.010963
elencoburl_84851845_policy_X1402	signore	0.02841
elencoburl_84851845_policy_X1402	singolo	0.015236
elencoburl_84851845_policy_X1402	sintoni	0.031226
elencoburl_84851845_policy_X1402	soggetto	0.011758
elencoburl_84851845_policy_X1402	spettacolo	0.023596
elencoburl_84851845_policy_X1402	spettare	0.023596
elencoburl_84851845_policy_X1402	stabilire	0.010778
elencoburl_84851845_policy_X1402	statutaria	0.031226
elencoburl_84851845_policy_X1402	statuto	0.021599
elencoburl_84851845_policy_X1402	supplente	0.031226
elencoburl_84851845_policy_X1402	teatrale	0.031226
elencoburl_84851845_policy_X1402	trasmettere	0.010963
elencoburl_84851845_policy_X1402	verificata	0.020049
elencoburl_84851845_policy_X1402	votante	0.02841
elencoburl_84851845_policy_X1402	votazione	0.023596
elencoburl_84851845_policy_X1402	voto	0.014574
elencoburl_84461524_policy_13879	accesso	0.010299
elencoburl_84461524_policy_13879	accordi	0.015587
elencoburl_84461524_policy_13879	accordo	0.011087
elencoburl_84461524_policy_13879	adeguato	0.0117
elencoburl_84461524_policy_13879	agire	0.016423
elencoburl_84461524_policy_13879	ammesso	0.012407
elencoburl_84461524_policy_13879	approvi	0.018766
elencoburl_84461524_policy_13879	artfidi	0.018766
elencoburl_84461524_policy_13879	artigiana	0.018766
elencoburl_84461524_policy_13879	artigianfidi	0.018766
elencoburl_84461524_policy_13879	artigiano	0.016423
elencoburl_84461524_policy_13879	ascomfidi	0.018766
elencoburl_84461524_policy_13879	asconfidi	0.018766
elencoburl_84461524_policy_13879	asse	0.012407
elencoburl_84461524_policy_13879	assopadanafidi	0.018766
elencoburl_84461524_policy_13879	atteso	0.01204
elencoburl_84461524_policy_13879	autorità	0.010547
elencoburl_84461524_policy_13879	avviso	0.012407
elencoburl_84461524_policy_13879	bergamo	0.011384
elencoburl_84461524_policy_13879	capace	0.017447
elencoburl_84461524_policy_13879	comfidi	0.018766
elencoburl_84461524_policy_13879	commissione	0.010299
elencoburl_84461524_policy_13879	competitività	0.010809
elencoburl_84461524_policy_13879	comunicare	0.010299
elencoburl_84461524_policy_13879	comunitario	0.01204
elencoburl_84461524_policy_13879	confapi	0.018766
elencoburl_84461524_policy_13879	confiab	0.018766
elencoburl_84461524_policy_13879	confida	0.017447
elencoburl_84461524_policy_13879	confidi	0.018766
elencoburl_84461524_policy_13879	confido	0.018766
elencoburl_84461524_policy_13879	consortile	0.016423
elencoburl_84461524_policy_13879	consorzio	0.0117
elencoburl_84461524_policy_13879	contabilità	0.010064
elencoburl_84461524_policy_13879	contratto	0.0117
elencoburl_84461524_policy_13879	controgaranzia	0.018766
elencoburl_84461524_policy_13879	controgaranzie	0.018766
elencoburl_84461524_policy_13879	controgaranzio	0.018766
elencoburl_84461524_policy_13879	convenzionamento	0.017447
elencoburl_84461524_policy_13879	convenzionare	0.017447
elencoburl_84461524_policy_13879	convenzione	0.0117
elencoburl_84461524_policy_13879	coop	0.018766
elencoburl_84461524_policy_13879	coopgara	0.018766
elencoburl_84461524_policy_13879	coperfidi	0.018766
elencoburl_84461524_policy_13879	copertura	0.012806
elencoburl_84461524_policy_13879	creare	0.01488
elencoburl_84461524_policy_13879	credito	0.0117
elencoburl_84461524_policy_13879	cumero	0.016423
elencoburl_84461524_policy_13879	decadenza	0.013243
elencoburl_84461524_policy_13879	decadere	0.016423
elencoburl_84461524_policy_13879	decisione	0.011384
elencoburl_84461524_policy_13879	dedicare	0.011087
elencoburl_84461524_policy_13879	diritto	0.009627
elencoburl_84461524_policy_13879	effetto	0.010809
elencoburl_84461524_policy_13879	elencare	0.013243
elencoburl_84461524_policy_13879	esecuzione	0.010299
elencoburl_84461524_policy_13879	espansione	0.016423
elencoburl_84461524_policy_13879	eurofidi	0.018766
elencoburl_84461524_policy_13879	europea	0.010299
elencoburl_84461524_policy_13879	europeo	0.011384
elencoburl_84461524_policy_13879	facilitazione	0.016423
elencoburl_84461524_policy_13879	fesr	0.01204
elencoburl_84461524_policy_13879	fidi	0.018766
elencoburl_84461524_policy_13879	fidicom	0.018766
elencoburl_84461524_policy_13879	final	0.014267
elencoburl_84461524_policy_13879	finlombarda	0.0117
elencoburl_84461524_policy_13879	garantire	0.011384
elencoburl_84461524_policy_13879	garanzia	0.012407
elencoburl_84461524_policy_13879	gestore	0.010064
elencoburl_84461524_policy_13879	iiiazione	0.018766
elencoburl_84461524_policy_13879	impresa	0.009627
elencoburl_84461524_policy_13879	imprese	0.012407
elencoburl_84461524_policy_13879	intendere	0.011384
elencoburl_84461524_policy_13879	intermediario	0.015587
elencoburl_84461524_policy_13879	inviare	0.012806
elencoburl_84461524_policy_13879	istituzionale	0.010064
elencoburl_84461524_policy_13879	istituzione	0.010064
elencoburl_84461524_policy_13879	italia	0.010809
elencoburl_84461524_policy_13879	limitata	0.015587
elencoburl_84461524_policy_13879	linea	0.00984
elencoburl_84461524_policy_13879	lombarda	0.014267
elencoburl_84461524_policy_13879	lombarde	0.010299
elencoburl_84461524_policy_13879	medio	0.0117
elencoburl_84461524_policy_13879	miglioramento	0.01204
elencoburl_84461524_policy_13879	moltiplicatore	0.018766
elencoburl_84461524_policy_13879	negroni	0.017447
elencoburl_84461524_policy_13879	nominare	0.01204
elencoburl_84461524_policy_13879	nota	0.009627
elencoburl_84461524_policy_13879	noto	0.011384
elencoburl_84461524_policy_13879	operare	0.01204
elencoburl_84461524_policy_13879	operativo	0.009627
elencoburl_84461524_policy_13879	organizzativa	0.011087
elencoburl_84461524_policy_13879	paola	0.013727
elencoburl_84461524_policy_13879	partecipare	0.013243
elencoburl_84461524_policy_13879	partenariato	0.012806
elencoburl_84461524_policy_13879	perfezionare	0.015587
elencoburl_84461524_policy_13879	piccolo	0.012806
elencoburl_84461524_policy_13879	piemonte	0.017447
elencoburl_84461524_policy_13879	plafond	0.016423
elencoburl_84461524_policy_13879	potenziamento	0.01488
elencoburl_84461524_policy_13879	previsione	0.00984
elencoburl_84461524_policy_13879	primaro	0.018766
elencoburl_84461524_policy_13879	procredito	0.018766
elencoburl_84461524_policy_13879	promuovere	0.012806
elencoburl_84461524_policy_13879	prot	0.009627
elencoburl_84461524_policy_13879	provazione	0.018766
elencoburl_84461524_policy_13879	ragione	0.013243
elencoburl_84461524_policy_13879	responsabile	0.010547
elencoburl_84461524_policy_13879	responsabilità	0.015587
elencoburl_84461524_policy_13879	richiamate	0.01204
elencoburl_84461524_policy_13879	richiamati	0.010299
elencoburl_84461524_policy_13879	rinuncia	0.013727
elencoburl_84461524_policy_13879	scrl	0.018766
elencoburl_84461524_policy_13879	sottoscrivere	0.010809
elencoburl_84461524_policy_13879	strategia	0.013243
elencoburl_84461524_policy_13879	succitata	0.016423
elencoburl_84461524_policy_13879	tempore	0.013243
elencoburl_84461524_policy_13879	ulteriore	0.009627
elencoburl_84461524_policy_13879	unionfidi	0.018766
elencoburl_84461524_policy_13879	upifidi	0.018766
elencoburl_84461524_policy_13879	valere	0.010809
elencoburl_84461524_policy_13879	varese	0.012806
elencoburl_84851845_policy_X1400	alzata	0.052824
elencoburl_84851845_policy_X1400	articolo	0.015683
elencoburl_84851845_policy_X1400	assemblea	0.047193
elencoburl_84851845_policy_X1400	atto	0.014757
elencoburl_84851845_policy_X1400	avere	0.015446
elencoburl_84851845_policy_X1400	bergamo	0.034467
elencoburl_84851845_policy_X1400	casalino	0.047193
elencoburl_84851845_policy_X1400	cattaneo	0.041562
elencoburl_84851845_policy_X1400	cerete	0.05682
elencoburl_84851845_policy_X1400	cinque	0.040098
elencoburl_84851845_policy_X1400	coinvolto	0.043197
elencoburl_84851845_policy_X1400	commissione	0.031184
elencoburl_84851845_policy_X1400	comune	0.021196
elencoburl_84851845_policy_X1400	consigliere	0.045052
elencoburl_84851845_policy_X1400	consiglio	0.022699
elencoburl_84851845_policy_X1400	consiliare	0.045052
elencoburl_84851845_policy_X1400	consultazione	0.043197
elencoburl_84851845_policy_X1400	consultivo	0.049725
elencoburl_84851845_policy_X1400	daniela	0.043197
elencoburl_84851845_policy_X1400	data	0.019208
elencoburl_84851845_policy_X1400	delibera	0.027939
elencoburl_84851845_policy_X1400	deliberare	0.043197
elencoburl_84851845_policy_X1400	deliberazione	0.022699
elencoburl_84851845_policy_X1400	della	0.01747
elencoburl_84851845_policy_X1400	dicembre	0.014316
